% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=300796, Thu Jan 30 11:46:32 2025
1 6 -0.17119328025407488 -0.17119328025407488 -0.17119328025407488 -0.17119328025407488 0.9103882247403715 1.0822168360610895
2 12 -0.1318045681075291 -0.1318045681075291 -0.1318045681075291 -0.1318045681075291 0.9103882247403715 1.0822168360610895
3 18 -0.17350368077073136 -0.17350368077073136 -0.17350368077073136 -0.17350368077073136 0.909118429704991 1.083283748964569
4 24 0.17925122240350197 0.17925122240350197 0.17925122240350197 0.17925122240350197 0.909118429704991 1.083283748964569
5 30 0.2768043637430178 0.2768043637430178 0.2768043637430178 0.2768043637430178 0.8504090993498261 1.129957682279747
6 36 0.38748959483275003 0.38748959483275003 0.38748959483275003 0.38748959483275003 0.8504090993498261 1.129957682279747
7 42 0.43940536977971295 0.43940536977971295 0.43940536977971295 0.43940536977971295 0.7487286759703324 1.1997522118253057
8 48 0.38062641835358835 0.38062641835358835 0.38062641835358835 0.38062641835358835 0.7487286759703324 1.1997522118253057
9 54 0.40093550144363554 0.40093550144363554 0.40093550144363554 0.40093550144363554 0.7739925700911893 1.1836112121147027
10 60 0.3521383871032675 0.3521383871032675 0.3521383871032675 0.3521383871032675 0.7739925700911893 1.1836112121147027
11 66 0.4483153128610888 0.4483153128610888 0.4483153128610888 0.4483153128610888 0.7427547961062998 1.2034597263145488
12 72 0.5336466398763731 0.5336466398763731 0.5336466398763731 0.5336466398763731 0.7427547961062998 1.2034597263145488
13 78 0.5454673087422006 0.5454673087422006 0.5454673087422006 0.5454673087422006 0.6741903968893352 1.2431682543976903
14 84 0.4734269349724779 0.4734269349724779 0.4734269349724779 0.4734269349724779 0.6741903968893352 1.2431682543976903
15 90 0.4289721771276644 0.4289721771276644 0.4289721771276644 0.4289721771276644 0.7556638292735304 1.1953962427277678
16 96 0.1378304304256218 0.1378304304256218 0.1378304304256218 0.1378304304256218 0.7556638292735304 1.1953962427277678
17 102 0.030404029154117683 0.030404029154117683 0.030404029154117683 0.030404029154117683 0.9846806440901955 1.0150881878704519
18 108 0.14496133006191494 0.14496133006191494 0.14496133006191494 0.14496133006191494 0.9846806440901955 1.0150881878704519
19 114 0.01760786494274623 0.01760786494274623 0.01760786494274623 0.01760786494274623 0.9911569679204467 1.0087655153417696
20 120 0.18762818413083396 0.18762818413083396 0.18762818413083396 0.18762818413083396 0.9911569679204467 1.0087655153417696
21 126 0.3968803001012336 0.3968803001012336 0.3968803001012336 0.3968803001012336 0.7766078160170464 1.1818969075605679
22 132 0.597978798458195 0.597978798458195 0.597978798458195 0.597978798458195 0.7766078160170464 1.1818969075605679
23 138 0.7268017010455218 0.7268017010455218 0.7268017010455218 0.7268017010455218 0.5226837465948966 1.3140782705172176
24 144 0.7703010793422431 0.7703010793422431 0.7703010793422431 0.7703010793422431 0.5226837465948966 1.3140782705172176
25 150 0.7755724132218611 0.7755724132218611 0.7755724132218611 0.7755724132218611 0.4737378882653771 1.3325060649850196
26 156 0.8204740082150379 0.8204740082150379 0.8204740082150379 0.8204740082150379 0.4737378882653771 1.3325060649850196
27 162 0.8529128597979208 0.8529128597979208 0.8529128597979208 0.8529128597979208 0.3835194130706805 1.3612174182686323
28 168 0.8759138938676642 0.8759138938676642 0.8759138938676642 0.8759138938676642 0.3835194130706805 1.3612174182686323
29 174 0.9290437981422619 0.9290437981422619 0.9290437981422619 0.9290437981422619 0.26637605346152693 1.3889002117295044
